Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Fall ,10/20/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1332,1.2%,15,45,703,6,44273,54,1,2
Fall ,10/21/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,870,1.5%,13,97,1295,6,39422,30,9,2
Fall ,10/22/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,996,1.4%,14,29,420,5,18989,35,1,8
Fall ,10/23/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1164,1.1%,12,93,1159,6,37462,44,4,11
Fall ,10/24/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,812,1.0%,8,117,915,5,30444,29,7,3
Fall ,10/25/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1402,1.4%,20,11,217,6,43654,38,4,3
Fall ,10/26/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1019,1.0%,10,93,986,3,25284,55,10,0
Fall ,10/27/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,864,1.5%,13,109,1404,5,15274,68,3,3
Fall ,10/28/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,946,0.8%,8,60,468,4,31476,27,1,6
Fall ,10/29/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,699,1.4%,10,121,1192,3,21053,31,7,11
Fall ,10/30/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1166,0.7%,8,9,75,4,10733,42,5,8
Fall ,10/31/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1661,1.3%,22,22,506,9,47162,54,13,2
Fall ,11/1/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1287,0.8%,10,89,869,3,12900,42,19,0
Fall ,11/2/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1257,1.3%,16,80,1315,4,15377,29,4,8
Fall ,11/3/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1140,0.7%,8,11,88,5,23530,26,11,2
Fall ,11/4/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1744,1.3%,23,23,546,6,31889,78,4,2
Fall ,11/5/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1659,1.2%,21,110,2299,7,53561,58,1,5
Fall ,11/6/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,931,1.3%,12,6,73,6,17750,72,10,8
Fall ,11/7/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,928,1.1%,10,41,420,5,19505,30,1,6
Fall ,11/8/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1525,1.8%,28,70,1966,8,48607,55,7,2
Fall ,11/9/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,850,1.0%,9,5,42,8,31992,34,12,2
Fall ,11/10/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1343,0.6%,8,111,939,5,40454,24,0,15
Fall ,11/11/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1150,1.4%,16,43,701,7,34985,35,9,12
Fall ,11/12/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1026,0.9%,9,13,116,4,27245,48,11,0
Fall ,11/13/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1011,1.1%,11,12,133,6,41796,62,2,0
Fall ,11/14/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1536,1.1%,17,4,66,8,52116,61,2,6
Fall ,11/15/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1295,0.9%,12,90,1108,4,22601,65,5,0
Fall ,11/16/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1400,1.1%,16,47,738,7,40454,63,9,2
Fall ,11/17/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1676,0.9%,15,54,802,8,30134,49,5,5
Fall ,11/18/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,718,0.9%,7,19,125,7,37668,36,5,5
Fall ,11/19/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1121,1.5%,17,32,549,6,26522,31,5,12
Fall ,11/20/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1584,0.7%,11,71,823,9,56554,55,3,6
Fall ,11/21/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,939,1.0%,10,13,126,5,17854,47,5,8
Fall ,11/22/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1253,1.0%,12,29,361,3,13726,57,5,2
Fall ,11/23/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1635,1.5%,25,121,3008,4,8050,41,9,8
Fall ,11/24/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1384,1.2%,16,109,1778,9,44995,44,14,6
Fall ,11/25/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,722,1.4%,10,47,473,4,22601,15,0,9
Fall ,11/26/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,933,1.0%,9,26,244,8,26213,18,5,6
Fall ,11/27/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1040,1.0%,11,61,644,6,33024,26,11,2
Fall ,11/28/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,1232,1.3%,16,113,1823,9,35294,24,5,5
Fall ,11/29/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,846,1.4%,12,28,335,6,21982,65,1,2
Fall ,11/30/2024,Delhi,28.7041,77.1025,Pinterest,Desktop,Discount,780,1.0%,7,56,418,6,19402,54,0,8
Spring ,3/1/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1024.2,1.4%,14,58,813,5,20640,64,8,2
Spring ,3/2/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1234.6,1.1%,13,7,91,5,23530,42,15,5
Spring ,3/3/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,937,1.1%,10,34,363,4,7018,21,9,2
Spring ,3/4/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1074.8,1.5%,16,54,889,3,5057,66,5,6
Spring ,3/5/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1343.6,0.9%,11,58,666,2,6502,56,13,6
Spring ,3/6/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,894.2,1.5%,13,4,51,2,4747,47,11,5
Spring ,3/7/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1154.8,1.1%,12,109,1331,5,22291,25,5,3
Spring ,3/8/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,941.2,0.7%,7,52,345,4,16099,44,7,5
Spring ,3/9/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,694.8,0.7%,5,69,332,3,6811,43,1,3
Spring ,3/10/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1051.4,0.9%,9,95,867,4,21362,26,6,9
Spring ,3/11/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1082,1.7%,18,75,1360,3,5160,35,17,11
Spring ,3/12/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1285.2,1.5%,19,71,1373,6,21053,39,8,3
Spring ,3/13/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1310,1.0%,13,65,838,5,21053,59,2,8
Spring ,3/14/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1049,0.9%,10,34,334,4,9907,36,17,5
Spring ,3/15/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1191,1.2%,14,26,378,6,21672,29,15,11
Spring ,3/16/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1110.2,1.3%,14,104,1478,6,31992,32,6,14
Spring ,3/17/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1489.2,1.7%,25,53,1328,2,4954,51,9,5
Spring ,3/18/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,990.4,1.1%,11,90,982,6,15996,61,15,3
Spring ,3/19/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1107.8,1.5%,17,68,1150,2,3509,39,9,0
Spring ,3/20/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1038.4,1.4%,15,88,1312,2,4954,46,7,9
Spring ,3/21/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1603.4,1.5%,24,56,1338,4,7637,39,12,2
Spring ,3/22/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,740.6,1.6%,12,56,672,5,18576,33,16,12
Spring ,3/23/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1032,1.3%,13,40,523,2,4850,64,14,6
Spring ,3/24/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,897.8,1.1%,10,38,381,3,5366,60,10,8
Spring ,3/25/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,755.4,1.0%,7,88,659,2,4954,65,18,3
Spring ,3/26/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1405.6,0.9%,13,89,1139,2,4438,44,15,6
Spring ,3/27/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1585.4,1.3%,20,42,870,5,15480,70,8,8
Spring ,3/28/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,642.6,1.5%,9,80,766,6,17028,51,14,9
Spring ,3/29/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1530.6,1.5%,22,100,2239,6,23942,56,11,2
Spring ,3/30/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1012.4,1.2%,12,8,98,4,12694,31,11,2
Spring ,3/31/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1018,1.0%,10,48,483,3,5986,69,4,5
Spring ,4/1/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1406.4,1.2%,17,106,1863,2,5366,73,6,12
Spring ,4/2/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1321.2,1.6%,22,99,2164,3,7430,28,13,11
Spring ,4/3/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1406.6,0.9%,13,22,279,2,4541,31,15,5
Spring ,4/4/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1137,1.5%,16,22,375,5,24458,20,1,12
Spring ,4/5/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1402,1.4%,20,28,567,6,37668,20,5,3
Spring ,4/6/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1323.4,1.0%,13,6,80,5,16099,27,13,6
Spring ,4/7/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1044.8,1.4%,15,69,1056,6,17544,30,10,0
Spring ,4/8/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1254.2,0.9%,11,6,64,2,3922,31,5,5
Spring ,4/9/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,960,1.0%,10,98,968,3,6295,57,6,9
Spring ,4/10/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1004,0.7%,7,37,275,6,28380,64,15,6
Spring ,4/11/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,764,0.8%,6,98,597,3,3406,59,17,6
Spring ,4/12/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1065,1.6%,17,45,761,4,6192,53,2,2
Spring ,4/13/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1151.6,1.9%,22,69,1569,2,6398,66,15,2
Spring ,4/14/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,888.8,1.1%,10,28,286,2,3612,39,11,2
Spring ,4/15/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1324,1.7%,23,9,203,5,31373,44,13,0
Spring ,4/16/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1110.4,1.5%,16,82,1356,3,6811,45,15,6
Spring ,4/17/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1227.2,1.7%,21,36,772,7,19092,36,3,2
Spring ,4/18/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,655,1.0%,7,8,52,2,6914,37,10,0
Spring ,4/19/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1247.6,1.2%,15,74,1097,3,5882,46,14,2
Spring ,4/20/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1176.6,1.7%,20,33,688,4,15480,76,1,8
Spring ,4/21/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1094.4,0.7%,8,97,782,4,20124,28,5,12
Spring ,4/22/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1073.6,1.1%,11,28,329,7,30444,15,2,3
Spring ,4/23/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,700,1.0%,7,27,194,6,23942,33,13,14
Spring ,4/24/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,978.8,1.3%,12,65,817,3,4644,17,7,6
Spring ,4/25/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,929.2,0.8%,8,49,381,5,29309,54,8,6
Spring ,4/26/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,738.6,1.0%,8,0,0,6,16925,43,4,5
Spring ,4/27/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1328.6,0.9%,11,22,257,4,8669,51,8,9
Spring ,4/28/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1465.6,1.1%,15,88,1370,3,10526,69,10,9
Spring ,4/29/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,959.8,1.6%,15,73,1132,2,4644,59,14,2
Spring ,4/30/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,675.2,1.6%,11,4,42,6,26316,34,5,0
Spring ,5/1/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1272,1.6%,20,88,1812,2,5470,32,8,8
Spring ,5/2/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,843.2,0.7%,6,65,385,4,7018,55,0,14
Spring ,5/3/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,763.8,1.4%,10,22,235,5,17750,69,13,6
Spring ,5/4/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1427.4,0.8%,11,34,385,4,11765,40,1,6
Spring ,5/5/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1382.8,0.8%,11,54,602,4,18886,59,0,5
Spring ,5/6/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1427.8,1.4%,19,4,76,5,14242,36,5,2
Spring ,5/7/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1530.4,1.3%,20,18,360,2,5263,58,2,11
Spring ,5/8/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,703,0.7%,5,18,84,3,12384,69,3,11
Spring ,5/9/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1263.4,1.3%,17,53,904,6,22704,34,6,2
Spring ,5/10/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,957.6,0.9%,8,4,33,4,14861,38,13,6
Spring ,5/11/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1070.6,0.9%,10,64,640,3,15274,53,11,2
Spring ,5/12/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1008,0.7%,7,6,42,6,33024,46,10,6
Spring ,5/13/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1071.6,1.2%,13,20,259,5,15480,42,13,12
Spring ,5/14/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1439,0.6%,9,81,756,3,8153,57,2,6
Spring ,5/15/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1359.6,1.0%,14,69,993,7,30960,27,13,5
Spring ,5/16/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1547,1.5%,23,55,1251,2,4541,33,4,12
Spring ,5/17/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1275.2,0.8%,10,108,1124,3,12797,55,1,2
Spring ,5/18/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,778.8,1.5%,11,75,866,3,4231,43,5,9
Spring ,5/19/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1034.4,1.4%,15,18,265,4,8050,33,1,5
Spring ,5/20/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,960.6,0.8%,7,9,64,5,18163,70,8,6
Spring ,5/21/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,810.2,1.4%,12,29,346,3,10320,45,8,11
Spring ,5/22/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1351,1.3%,17,40,685,3,3509,45,8,5
Spring ,5/23/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1219.8,1.1%,14,35,486,3,7430,71,5,3
Spring ,5/24/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1364.4,1.2%,17,49,830,3,8256,48,9,2
Spring ,5/25/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,864,1.6%,14,105,1472,3,5779,41,2,5
Spring ,5/26/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,973.6,1.2%,11,47,545,5,18989,71,11,9
Spring ,5/27/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1072.4,1.2%,13,22,289,6,31786,46,17,8
Spring ,5/28/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,890,1.5%,13,83,1130,3,5160,63,8,2
Spring ,5/29/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,799.6,1.2%,9,20,187,2,8050,35,13,6
Spring ,5/30/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1335.2,1.5%,20,14,274,3,7224,45,16,14
Spring ,5/31/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1289,0.8%,11,66,711,4,13622,41,8,8
Summer ,6/1/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,712.1,1.3%,9,54,488,5,33024,45,10,15
Summer ,6/2/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,458.2,1.0%,4,123,542,6,23220,47,13,5
Summer ,6/3/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1112.2,1.1%,12,111,1354,3,10526,73,19,12
Summer ,6/4/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,731.5,1.5%,11,30,339,4,9185,57,3,6
Summer ,6/5/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1027.2,1.4%,15,71,1060,6,14138,67,18,9
Summer ,6/6/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,629.9,1.4%,9,123,1099,2,5470,80,9,17
Summer ,6/7/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,668.3,0.6%,4,27,115,2,0,55,9,15
Summer ,6/8/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,598.2,1.0%,6,119,743,3,11249,56,5,15
Summer ,6/9/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,685.1,1.3%,9,79,692,1,5882,43,3,6
Summer ,6/10/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,476.7,0.7%,3,52,170,1,2890,71,12,3
Summer ,6/11/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,364.2,0.4%,1,58,85,5,11558,52,10,3
Summer ,6/12/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,330.8,1.5%,5,31,153,1,929,66,16,14
Summer ,6/13/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,653,1.5%,10,126,1225,4,13829,66,4,14
Summer ,6/14/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,776.8,0.9%,7,32,218,1,413,54,16,2
Summer ,6/15/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,788.5,1.0%,8,52,401,1,5882,75,18,12
Summer ,6/16/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1019.1,0.5%,5,48,237,5,19814,69,6,0
Summer ,6/17/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,667.5,1.3%,9,113,1003,3,7843,35,19,14
Summer ,6/18/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,609.6,0.7%,5,66,303,2,5057,67,17,14
Summer ,6/19/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,488.1,1.4%,7,99,668,2,310,62,8,2
Summer ,6/20/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,730.4,1.1%,8,92,713,6,10836,59,12,0
Summer ,6/21/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,457.9,1.3%,6,63,377,2,3715,80,20,6
Summer ,6/22/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,615.6,1.1%,7,88,625,2,1548,41,6,14
Summer ,6/23/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,495.9,1.5%,7,88,667,2,4438,63,6,3
Summer ,6/24/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,535.7,0.7%,4,12,46,5,35294,57,13,6
Summer ,6/25/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,672,0.9%,6,73,424,4,15274,35,16,14
Summer ,6/26/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1143,1.5%,18,50,888,1,103,38,16,14
Summer ,6/27/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,808.2,0.8%,6,90,552,5,12281,61,8,3
Summer ,6/28/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,902.2,0.9%,8,131,1016,2,2786,41,13,14
Summer ,6/29/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,457.4,1.2%,6,36,204,2,2477,31,11,6
Summer ,6/30/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,815.3,1.1%,9,98,879,3,17234,31,9,6
Summer ,7/1/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,555.3,1.1%,6,72,431,2,619,53,20,5
Summer ,7/2/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,472.2,0.9%,4,84,357,4,16822,51,18,5
Summer ,7/3/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,486,0.7%,4,103,368,1,413,48,5,15
Summer ,7/4/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,875.5,0.9%,8,103,855,3,4541,76,12,9
Summer ,7/5/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,545.3,0.8%,4,41,183,4,26419,50,16,15
Summer ,7/6/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,866.7,1.4%,12,73,868,2,4334,57,17,20
Summer ,7/7/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,755.2,1.2%,9,74,658,4,11558,52,17,2
Summer ,7/8/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,380.6,1.2%,5,47,217,1,1238,46,19,11
Summer ,7/9/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,683.2,1.7%,11,42,482,5,18576,57,4,3
Summer ,7/10/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,644,1.7%,11,11,116,5,17544,73,15,9
Summer ,7/11/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,365.6,1.2%,4,28,126,5,16512,64,5,3
Summer ,7/12/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1188.7,1.3%,15,106,1612,3,6811,71,2,8
Summer ,7/13/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,506.5,1.0%,5,28,150,1,2580,85,5,6
Summer ,7/14/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,674,0.9%,6,96,562,5,17957,33,8,2
Summer ,7/15/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,572.6,1.4%,8,33,260,2,2270,44,12,6
Summer ,7/16/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1009.9,1.0%,10,28,287,3,14448,31,14,12
Summer ,7/17/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,585.8,1.1%,6,78,501,1,1238,55,14,18
Summer ,7/18/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,561.2,1.5%,8,63,529,2,1754,57,4,3
Summer ,7/19/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,982.7,0.8%,8,128,1069,2,1858,89,12,11
Summer ,7/20/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1172.8,0.8%,10,65,635,2,6192,57,13,11
Summer ,7/21/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,730.6,1.7%,12,134,1643,2,103,42,10,5
Summer ,7/22/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,717.4,1.3%,9,77,723,2,1754,59,9,11
Summer ,7/23/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,697.2,1.1%,7,82,608,2,7430,44,14,0
Summer ,7/24/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,831.3,1.1%,9,65,611,1,1032,57,10,2
Summer ,7/25/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,825.9,0.6%,5,53,269,2,1651,43,8,15
Summer ,7/26/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,440,1.3%,6,20,113,1,3509,78,18,6
Summer ,7/27/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,652.9,1.4%,9,21,186,6,26832,85,4,12
Summer ,7/28/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1020.6,1.5%,15,61,907,2,3096,62,17,11
Summer ,7/29/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,580.5,0.7%,4,43,184,2,2270,53,18,9
Summer ,7/30/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,781.4,0.9%,7,121,901,4,14758,59,15,9
Summer ,7/31/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,737.4,1.1%,8,81,672,2,5470,68,4,6
Summer ,8/1/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1201,1.0%,12,46,581,4,2683,75,17,9
Summer ,8/2/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1092.9,0.8%,9,100,860,3,7121,60,2,11
Summer ,8/3/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,1109.2,1.3%,14,70,1027,3,2270,48,8,12
Summer ,8/4/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,789.3,1.4%,11,20,215,3,14345,82,12,8
Summer ,8/5/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,311.9,1.0%,3,106,320,2,103,61,14,2
Summer ,8/6/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,794.9,1.2%,10,98,951,2,3715,83,4,14
Summer ,8/7/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,710.7,1.1%,8,82,673,6,22601,78,6,9
Summer ,8/8/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,431.9,0.9%,4,118,455,4,28690,57,11,20
Summer ,8/9/2024,Mumbai,19.076,72.8777,Pinterest,Desktop,Discount,336,1.2%,4,127,497,5,24355,38,9,12
