Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Festival Delight,6/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2882,7.3%,94,75,1359,10,4951,53,11,20
Festival Delight,6/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3827,7.2%,124,18,416,14,9418,41,2,10
Festival Delight,6/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3554,3.8%,60,9,101,17,21251,86,18,13
Festival Delight,6/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2998,7.2%,97,29,543,10,12074,55,18,23
Festival Delight,6/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4999,6.3%,140,40,1075,10,4105,55,18,10
Festival Delight,6/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4513,5.6%,113,35,764,10,8694,87,11,7
Festival Delight,6/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5048,6.2%,139,49,1303,10,9660,59,20,3
Festival Delight,6/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3197,8.1%,115,105,2311,10,6762,50,4,10
Festival Delight,6/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3602,5.9%,95,47,856,17,22217,87,25,20
Festival Delight,6/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3968,6.2%,110,22,454,21,37189,57,38,17
Festival Delight,6/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3293,7.6%,112,83,1774,10,6037,77,18,3
Festival Delight,6/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2959,5.9%,78,20,293,7,9418,43,29,13
Festival Delight,6/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4940,7.4%,164,14,430,10,8452,55,36,30
Festival Delight,6/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4769,4.1%,88,66,1116,14,15938,50,18,17
Heritage Exclusive Sale,6/24/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2635,6.3%,74,54,766,17,38638,55,22,33
Heritage Exclusive Sale,6/25/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1695,4.8%,36,123,852,21,27167,58,29,10
Heritage Exclusive Sale,6/26/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4115,5.4%,100,111,2126,10,12316,90,42,27
Heritage Exclusive Sale,6/27/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2707,7.6%,92,30,532,14,10746,70,7,13
Heritage Exclusive Sale,6/28/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3801,7.2%,122,71,1665,21,16542,82,40,20
Heritage Exclusive Sale,6/29/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2331,7.0%,73,123,1725,7,6399,98,20,37
Heritage Exclusive Sale,6/30/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2473,3.1%,34,27,180,7,0,68,20,33
Heritage Exclusive Sale,7/1/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2213,5.2%,51,119,1167,10,13161,69,11,33
Heritage Exclusive Sale,7/2/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2535,6.3%,72,79,1086,3,6882,53,7,13
Heritage Exclusive Sale,7/3/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1764,3.4%,27,52,267,3,3381,87,27,7
Heritage Exclusive Sale,7/4/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1348,2.0%,12,58,133,17,13523,64,22,7
Heritage Exclusive Sale,7/5/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1224,7.3%,40,31,240,3,1087,81,36,30
Heritage Exclusive Sale,7/6/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2416,7.4%,80,126,1923,14,16180,81,9,30
Heritage Exclusive Sale,7/7/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2874,4.3%,55,32,342,3,483,66,36,3
Heritage Exclusive Sale,7/8/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2917,4.9%,63,52,629,3,6882,92,40,27
Heritage Exclusive Sale,7/9/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3771,2.4%,41,48,372,17,23183,85,13,0
Heritage Exclusive Sale,7/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2470,6.6%,73,113,1575,10,9177,43,42,30
Heritage Exclusive Sale,7/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2256,3.7%,37,66,476,7,5916,82,38,30
Heritage Exclusive Sale,7/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1806,6.9%,56,99,1049,7,362,76,18,3
Heritage Exclusive Sale,7/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2702,5.3%,64,92,1119,21,12678,73,27,0
Heritage Exclusive Sale,7/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1694,6.5%,49,63,592,7,4347,98,45,13
Heritage Exclusive Sale,7/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2278,5.7%,58,88,981,7,1811,50,13,30
Heritage Exclusive Sale,7/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1835,7.6%,62,88,1046,7,5192,77,13,7
Heritage Exclusive Sale,7/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1982,3.7%,32,12,73,17,41294,70,29,13
Heritage Exclusive Sale,7/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2486,4.3%,47,73,665,14,17870,43,36,30
Heritage Exclusive Sale,7/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4229,7.7%,146,50,1394,3,121,47,36,30
Heritage Exclusive Sale,7/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2990,3.8%,50,90,866,17,14369,75,18,7
Heritage Exclusive Sale,7/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3338,4.3%,64,131,1596,7,3260,50,29,30
Heritage Exclusive Sale,7/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1692,6.1%,46,36,321,7,2898,38,25,13
Heritage Exclusive Sale,7/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3017,5.5%,74,98,1380,10,20164,38,20,13
Heritage Exclusive Sale,7/24/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2055,5.3%,49,72,676,7,724,65,45,10
Heritage Exclusive Sale,7/25/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1747,4.5%,35,84,561,14,19681,63,40,10
Heritage Exclusive Sale,7/26/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1798,3.7%,29,103,578,3,483,59,11,33
Heritage Exclusive Sale,7/27/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3239,4.7%,68,103,1342,10,5313,93,27,20
Heritage Exclusive Sale,7/28/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2018,4.1%,37,41,288,14,30910,62,36,33
Heritage Exclusive Sale,7/29/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3207,6.8%,97,73,1363,7,5071,70,38,43
Heritage Exclusive Sale,7/30/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2794,5.8%,73,74,1034,14,13523,64,38,3
Heritage Exclusive Sale,7/31/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1408,6.0%,38,47,340,3,1449,57,42,23
Heritage Exclusive Sale,8/1/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2528,8.4%,94,42,757,17,21734,70,9,7
Heritage Exclusive Sale,8/2/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2383,8.4%,89,11,183,17,20526,90,33,20
Heritage Exclusive Sale,8/3/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1353,6.0%,36,28,198,17,19319,79,11,7
Heritage Exclusive Sale,8/4/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4398,6.4%,125,106,2532,10,7969,87,4,17
Heritage Exclusive Sale,8/5/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1874,5.2%,43,28,235,3,3019,105,11,13
Heritage Exclusive Sale,8/6/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2494,4.3%,48,96,882,17,21009,41,18,3
Heritage Exclusive Sale,8/7/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2119,6.8%,64,33,408,7,2656,54,27,13
Heritage Exclusive Sale,8/8/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3737,5.0%,83,28,450,10,16904,38,31,27
Heritage Exclusive Sale,8/9/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2167,5.4%,53,78,786,3,1449,68,31,40
Heritage Exclusive Sale,8/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2076,7.5%,69,63,831,7,2053,70,9,7
Heritage Exclusive Sale,8/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3636,4.2%,69,128,1679,7,2173,109,27,23
Heritage Exclusive Sale,8/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4339,4.2%,81,65,998,7,7245,70,29,23
Heritage Exclusive Sale,8/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2703,8.4%,101,134,2580,7,121,52,22,10
Heritage Exclusive Sale,8/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2654,6.5%,77,77,1135,7,2053,73,20,23
Heritage Exclusive Sale,8/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2580,5.3%,61,82,955,7,8694,54,31,0
Heritage Exclusive Sale,8/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3076,5.6%,77,65,960,3,1207,70,22,3
Heritage Exclusive Sale,8/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3056,3.1%,42,53,422,7,1932,53,18,33
Heritage Exclusive Sale,8/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1628,6.5%,47,20,178,3,4105,96,40,13
Heritage Exclusive Sale,8/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2416,6.9%,74,21,292,21,31393,105,9,27
Heritage Exclusive Sale,8/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3776,7.3%,123,61,1425,7,3622,76,38,23
Heritage Exclusive Sale,8/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2148,3.7%,35,43,290,7,2656,65,40,20
Heritage Exclusive Sale,8/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2891,4.7%,61,121,1414,14,17266,73,33,20
Heritage Exclusive Sale,8/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2728,5.6%,68,81,1055,7,6399,84,9,13
Heritage Exclusive Sale,8/24/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4444,5.2%,104,46,912,14,3139,92,38,20
Heritage Exclusive Sale,8/25/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4044,3.9%,71,100,1350,10,8331,74,4,23
Heritage Exclusive Sale,8/26/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4104,6.5%,120,70,1612,10,2656,59,18,27
Heritage Exclusive Sale,8/27/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2920,6.9%,90,20,338,10,16783,101,27,17
Heritage Exclusive Sale,8/28/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1154,4.8%,25,106,502,7,121,75,31,3
Heritage Exclusive Sale,8/29/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2941,6.1%,80,98,1493,7,4347,102,9,30
Heritage Exclusive Sale,8/30/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2630,5.7%,67,82,1057,21,26443,96,13,20
Heritage Exclusive Sale,8/31/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1598,4.4%,32,118,714,14,33567,70,25,43
Heritage Exclusive Sale,9/1/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1243,5.8%,32,127,780,17,28496,47,20,27
Heritage Exclusive Sale,9/2/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2139,5.9%,56,90,966,7,1811,65,42,13
Heritage Exclusive Sale,9/3/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3374,4.9%,74,29,416,3,845,90,27,27
Heritage Exclusive Sale,9/4/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3356,5.2%,78,48,718,3,3743,105,16,17
Heritage Exclusive Sale,9/5/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2203,3.6%,36,20,133,17,33688,55,18,20
Heritage Exclusive Sale,9/6/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3006,2.1%,28,124,673,17,23424,79,16,7
Heritage Exclusive Sale,9/7/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3877,5.3%,92,24,431,10,25718,68,11,3
Heritage Exclusive Sale,9/8/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1542,5.0%,34,85,557,21,38638,65,40,7
Heritage Exclusive Sale,9/9/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2154,5.3%,51,84,824,3,2536,73,36,3
Heritage Exclusive Sale,9/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4025,2.1%,37,105,741,3,2656,55,7,10
Heritage Exclusive Sale,9/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3656,6.2%,102,22,419,7,6279,55,16,17
Heritage Exclusive Sale,9/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3657,5.1%,84,110,1769,17,27530,93,33,13
Heritage Exclusive Sale,9/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2849,3.8%,48,101,924,7,845,48,33,3
Heritage Exclusive Sale,9/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3590,7.9%,126,122,2956,21,24149,77,29,0
Heritage Exclusive Sale,9/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2719,4.2%,51,98,958,7,1811,53,36,10
Heritage Exclusive Sale,9/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2695,4.5%,54,13,132,10,13886,81,40,20
Heritage Exclusive Sale,9/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2909,5.7%,74,57,807,3,121,42,20,27
Heritage Exclusive Sale,9/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4081,6.0%,109,58,1202,14,30790,48,29,20
Heritage Exclusive Sale,9/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,2419,5.6%,60,126,1454,14,18957,74,16,27
Heritage Exclusive Sale,9/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3760,4.3%,73,88,1221,7,1932,49,18,10
Heritage Exclusive Sale,9/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1419,2.9%,18,105,369,10,11229,65,27,3
Heritage Exclusive Sale,9/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,1851,8.8%,73,135,1876,7,966,76,31,7
Heritage Exclusive Sale,9/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3146,6.7%,95,128,2318,21,18353,75,40,7
Spice Bazaar ,9/24/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7796,5.7%,198,35,1331,28,48660,54,25,23
Spice Bazaar ,9/25/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4000,6.5%,117,36,807,14,39121,93,11,7
Spice Bazaar ,9/26/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7422,6.7%,223,68,2922,14,32722,68,13,13
Spice Bazaar ,9/27/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3545,5.6%,89,65,1100,14,29824,49,22,33
Spice Bazaar ,9/28/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7115,8.8%,278,87,4624,17,29824,75,36,17
Spice Bazaar ,9/29/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,8173,7.0%,257,76,3746,21,34654,77,25,10
Spice Bazaar ,9/30/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6423,6.7%,193,119,4407,17,35619,93,33,33
Spice Bazaar ,10/1/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7533,7.6%,257,87,4277,24,67013,74,40,33
Spice Bazaar ,10/2/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6005,6.9%,185,79,2797,10,28375,48,22,33
Spice Bazaar ,10/3/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7903,7.1%,252,61,2920,17,39846,95,20,7
Spice Bazaar ,10/4/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4329,6.4%,124,63,1488,17,31152,70,33,37
Spice Bazaar ,10/5/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4991,4.6%,102,49,953,21,36585,91,20,47
Spice Bazaar ,10/6/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6616,6.6%,196,85,3188,10,20526,80,16,27
Spice Bazaar ,10/7/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5321,8.2%,195,54,2002,10,19561,63,51,20
Spice Bazaar ,10/8/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5491,3.8%,92,29,518,17,29341,101,13,23
Spice Bazaar ,10/9/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4285,7.6%,146,14,383,17,18474,91,13,0
Spice Bazaar ,10/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7814,4.8%,167,98,3115,28,41536,62,49,23
Spice Bazaar ,10/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6294,8.1%,227,107,4635,24,42019,66,27,23
Spice Bazaar ,10/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3149,6.8%,96,73,1348,14,11471,65,20,10
Spice Bazaar ,10/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5047,7.3%,164,72,2273,10,28616,85,29,17
Spice Bazaar ,10/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6904,5.9%,183,121,4239,14,30307,91,49,40
Spice Bazaar ,10/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5102,7.3%,167,17,531,10,17749,84,25,43
Spice Bazaar ,10/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5398,7.2%,173,6,194,28,33325,71,16,37
Spice Bazaar ,10/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7071,4.3%,136,97,2526,24,55180,93,33,30
Spice Bazaar ,10/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4795,4.6%,99,113,2148,10,17749,60,58,13
Spice Bazaar ,10/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6667,9.1%,271,62,3191,14,17387,112,18,37
Spice Bazaar ,10/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3944,3.9%,68,99,1287,24,35861,82,25,13
Spice Bazaar ,10/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6360,7.6%,217,59,2434,24,57112,98,56,20
Spice Bazaar ,10/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7633,5.4%,183,10,343,10,16059,64,51,7
Spice Bazaar ,10/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6716,9.4%,282,20,1054,21,47694,92,47,33
Spice Bazaar ,10/24/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5069,5.0%,113,14,295,17,44675,63,51,27
Spice Bazaar ,10/25/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5347,6.3%,151,44,1272,21,40570,65,29,23
Spice Bazaar ,10/26/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4229,5.9%,111,22,478,10,28375,96,31,30
Spice Bazaar ,10/27/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7234,6.1%,196,46,1726,24,40208,89,38,17
Spice Bazaar ,10/28/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5247,6.4%,149,86,2461,17,32359,59,38,3
Spice Bazaar ,10/29/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7456,5.5%,182,3,102,21,46728,47,54,30
Spice Bazaar ,10/30/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4422,8.0%,158,105,3157,14,19319,70,31,33
Spice Bazaar ,10/31/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4459,6.0%,120,38,876,14,25356,79,25,7
Spice Bazaar ,11/1/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3744,6.0%,100,10,187,21,46245,46,22,33
Spice Bazaar ,11/2/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6434,9.1%,261,10,489,24,57836,66,40,13
Spice Bazaar ,11/3/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6638,9.4%,277,46,2435,28,53007,62,31,3
Spice Bazaar ,11/4/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6878,9.0%,275,109,5703,17,35982,50,38,27
Spice Bazaar ,11/5/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6260,8.9%,247,109,5179,10,16421,36,36,30
Spice Bazaar ,11/6/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4089,6.8%,125,63,1493,24,40208,60,47,17
Spice Bazaar ,11/7/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6704,7.9%,235,59,2633,17,37672,79,18,13
Spice Bazaar ,11/8/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5125,7.2%,164,47,1476,14,35861,59,31,17
Spice Bazaar ,11/9/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5787,6.5%,169,89,2873,24,39846,86,36,20
Spice Bazaar ,11/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6682,5.2%,156,102,3033,17,42502,66,25,10
Spice Bazaar ,11/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5661,8.5%,215,68,2810,14,38276,65,36,13
Spice Bazaar ,11/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4322,6.9%,133,28,721,21,22458,107,36,20
Spice Bazaar ,11/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6297,3.4%,95,99,1788,24,48177,52,33,20
Spice Bazaar ,11/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5643,7.1%,180,36,1244,17,35016,66,29,40
Spice Bazaar ,11/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5931,6.7%,178,29,1001,10,22458,62,40,33
Spice Bazaar ,11/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7407,6.2%,206,44,1735,14,24028,39,22,37
Spice Bazaar ,11/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5180,8.0%,185,91,3214,14,14610,46,7,30
Spice Bazaar ,11/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5439,5.9%,144,54,1481,24,30186,71,36,33
Spice Bazaar ,11/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6827,6.4%,196,112,4217,24,35137,96,18,3
Spice Bazaar ,11/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6087,5.2%,141,46,1237,14,21855,79,31,23
Spice Bazaar ,11/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5883,7.4%,194,35,1307,17,32601,93,49,23
Spice Bazaar ,11/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4806,7.8%,167,36,1157,14,17629,59,38,33
Spice Bazaar ,11/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7089,6.1%,194,78,2904,17,42260,54,45,7
Spice Bazaar ,11/24/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5757,8.1%,208,67,2684,17,28254,48,7,20
Spice Bazaar ,11/25/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5665,9.3%,235,92,4134,24,51920,92,62,17
Spice Bazaar ,11/26/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6094,4.9%,134,55,1403,28,37068,64,18,20
Spice Bazaar ,11/27/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7000,7.4%,231,120,5312,10,17629,112,40,13
Spice Bazaar ,11/28/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5313,8.5%,200,39,1498,14,15576,68,25,7
Spice Bazaar ,11/29/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5495,7.4%,182,81,2832,21,32601,71,16,20
Spice Bazaar ,11/30/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4303,7.2%,138,118,3125,14,21855,82,58,13
Spice Bazaar ,12/1/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3704,8.8%,145,14,379,21,38880,84,29,17
Spice Bazaar ,12/2/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5927,7.8%,206,53,2082,24,44555,52,27,30
Spice Bazaar ,12/3/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4777,6.7%,144,35,967,17,19440,54,7,27
Spice Bazaar ,12/4/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6623,9.2%,270,81,4199,17,39483,81,45,23
Spice Bazaar ,12/5/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7234,5.9%,191,7,251,14,13523,54,47,7
Spice Bazaar ,12/6/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4699,7.0%,148,110,3120,10,25477,92,45,43
Spice Bazaar ,12/7/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4403,5.4%,106,110,2234,17,43226,76,38,27
Spice Bazaar ,12/8/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5062,5.2%,118,5,110,21,45158,109,29,0
Spice Bazaar ,12/9/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5298,4.1%,96,83,1531,17,30910,90,54,3
Spice Bazaar ,12/10/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6327,7.0%,197,91,3432,14,23787,37,49,20
Spice Bazaar ,12/11/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,3733,5.5%,92,122,2154,17,16421,109,45,20
Spice Bazaar ,12/12/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,5754,9.5%,244,113,5294,24,24632,47,38,23
Spice Bazaar ,12/13/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4274,5.9%,112,9,189,21,31273,84,56,13
Spice Bazaar ,12/14/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,7652,4.6%,156,101,3010,24,44313,38,27,17
Spice Bazaar ,12/15/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6889,3.8%,116,100,2212,28,57957,54,51,17
Spice Bazaar ,12/16/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6157,7.6%,209,98,3901,21,22579,75,22,10
Spice Bazaar ,12/17/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4288,7.4%,142,44,1199,14,10746,63,22,10
Spice Bazaar ,12/18/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4647,5.3%,109,25,532,14,20164,43,18,27
Spice Bazaar ,12/19/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4891,6.1%,133,118,3005,14,29945,41,45,27
Spice Bazaar ,12/20/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4529,5.8%,118,71,1609,14,23062,59,33,23
Spice Bazaar ,12/21/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,6031,4.9%,131,35,884,14,23424,59,18,3
Spice Bazaar ,12/22/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4936,5.6%,124,3,70,28,56387,97,38,10
Spice Bazaar ,12/23/2023,Varanasi,Snapchat,Smartphone,Fresh Deals,4732,5.1%,108,21,425,24,38155,106,27,13
Festival Delight,3/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2664,2.8%,33,101,633,7,6641,57,9,7
Festival Delight,3/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4379,4.5%,88,62,1042,21,21251,50,9,3
